#;Time;ProblemId;Rating;Type;Av Time;Solve Time;After First;User Rating
10;4/01/2017 11:26;88448;1134.5;Standard;1:02;0:19;0:04;1321.0 (+1.8)
11;4/01/2017 11:26;52953;1193.9;Standard;0:31;0:13;0:00;1319.2 (-4.7)
12;4/01/2017 11:25;103694;1439.9;Standard;2:17;2:15;0:00;1324.0 (-2.4)
13;4/01/2017 11:23;61740;1277.7;Standard;2:12;1:23;0:07;1326.4 (+3.1)
14;4/01/2017 11:21;98210;1268.3;Standard;1:41;0:54;0:00;1323.3 (-4.3)
1;4/01/2017 12:14;177721;1317.1;Standard;3:07;1:17;0:00;1338.0 (-3.7)
2;4/01/2017 12:12;102911;1213.4;Standard;2:25;6:15;0:16;1341.7 (+2.3)
3;4/01/2017 12:06;78868;1151.8;Standard;1:26;0:12;0:00;1339.4 (-5.3)
4;4/01/2017 12:06;73288;1317.3;Standard;1:44;0:52;0:15;1344.7 (+3.2)
5;4/01/2017 12:05;115765;1306.5;Standard;1:40;0:33;0:03;1341.5 (+3.2)
6;4/01/2017 12:04;21662;1258.5;Standard;1:17;0:16;0:01;1338.3 (+2.7)
7;4/01/2017 12:04;70933;1098.4;Standard;1:12;0:37;0:01;1335.6 (+1.4)
8;4/01/2017 12:02;78005;1296.8;Standard;2:02;3:50;0:00;1334.1 (-3.9)
9;4/01/2017 11:59;159166;1275.2;Standard;1:52;0:38;0:20;1338.0 (+2.9)
1;4/01/2017 12:52;55374;1137.3;Standard;1:01;0:16;0:02;1358.7 (+1.5)
2;4/01/2017 12:50;18170;1166.6;Standard;1:03;1:57;0:00;1357.2 (-5.3)
3;4/01/2017 12:48;75617;1433.5;Standard;1:14;0:35;0:04;1362.5 (+4.2)
4;4/01/2017 12:47;156689;1137.1;Standard;1:00;0:14;0:04;1358.2 (+1.5)
5;4/01/2017 12:47;74244;1277.6;Standard;3:08;0:39;0:03;1356.7 (+2.7)
6;4/01/2017 12:46;56766;1104.5;Standard;0:44;0:17;0:02;1354.0 (+1.4)
7;4/01/2017 12:46;64653;1191.0;Standard;1:11;0:29;0:01;1352.6 (+2.0)
8;4/01/2017 12:44;57283;1228.9;Standard;1:23;0:28;0:05;1350.6 (+2.3)
9;4/01/2017 12:44;41039;1063.7;Standard;1:13;0:19;0:07;1348.3 (+1.1)
10;4/01/2017 12:43;148293;1404.1;Standard;1:13;0:45;0:02;1347.1 (+4.1)
11;4/01/2017 12:42;121602;1273.9;Standard;1:12;2:22;0:02;1343.0 (+2.8)
12;4/01/2017 12:40;75472;1204.9;Standard;1:33;0:29;0:07;1340.2 (+2.2)
1;4/01/2017 14:20;120986;1379.6;Standard;2:58;0:46;0:00;1350.8 (-3.2)
2;4/01/2017 14:19;106223;1218.2;Standard;2:39;1:55;1:16;1354.1 (-4.8)
3;4/01/2017 14:13;73537;1283.3;Standard;1:55;1:13;0:02;1358.9 (+2.8)
4;4/01/2017 14:11;48419;1173.5;Standard;1:00;0:24;0:00;1356.1 (-5.2)
5;4/01/2017 14:11;79017;1232.7;Standard;1:28;0:22;0:06;1361.3 (+2.3)
6;4/01/2017 14:09;168780;1297.7;Standard;2:19;0:52;0:29;1359.1 (+2.9)
7;4/01/2017 14:09;4419;1197.2;Standard;1:43;1:57;0:00;1356.1 (+2.0)
8;4/01/2017 14:06;63498;1284.1;Standard;1:03;0:11;0:00;1354.1 (-4.2)
9;4/01/2017 14:06;111324;1087.0;Standard;1:47;0:41;0:20;1358.3 (+1.2)
10;4/01/2017 14:05;71417;1004.7;Standard;1:19;0:47;0:08;1357.1 (+0.8)
11;4/01/2017 14:04;62315;1165.0;Standard;0:59;0:31;0:00;1356.3 (-5.3)
12;4/01/2017 14:04;47210;1278.2;Standard;0:56;0:15;0:00;1361.6 (+2.7)
13;4/01/2017 14:03;88710;1316.5;Standard;2:01;0:32;0:05;1358.9 (+3.1)
14;4/01/2017 14:03;78222;1059.6;Standard;1:23;0:22;0:02;1355.8 (+1.1)
15;4/01/2017 14:02;169777;1306.0;Standard;1:52;0:26;0:00;1354.7 (-4.0)
1;4/01/2017 15:52;50391;1379.2;Standard;0:57;0:15;0:01;1349.7 (+3.8)
2;4/01/2017 15:52;48312;1200.8;Standard;1:23;2:18;0:02;1345.9 (+2.1)
3;4/01/2017 15:49;176828;1283.0;Standard;1:20;0:45;0:13;1343.8 (+2.9)
4;4/01/2017 15:48;43667;1111.3;Standard;1:12;0:21;0:00;1340.9 (-5.6)
5;4/01/2017 15:48;94860;1132.2;Standard;1:09;1:47;0:02;1346.4 (+1.6)
6;4/01/2017 15:46;175824;1266.5;Standard;1:05;0:56;0:00;1344.9 (-4.3)
7;4/01/2017 15:44;164997;1259.6;Standard;1:29;2:10;0:09;1349.2 (-4.4)
8;4/01/2017 15:42;53873;1236.1;Standard;1:26;0:27;0:00;1353.6 (+2.4)
9;4/01/2017 15:41;23812;1163.7;Standard;0:40;0:20;0:00;1351.2 (+1.8)
10;4/01/2017 15:41;149362;1308.9;Standard;1:50;0:12;0:00;1349.4 (-3.9)
11;4/01/2017 15:40;5440;1249.4;Standard;0:48;0:38;0:00;1353.3 (+2.5)
1;4/01/2017 17:29;57453;1295.0;Standard;1:31;1:28;0:07;1376.5 (+2.7)
2;4/01/2017 17:27;106256;1225.9;Standard;1:00;0:26;0:00;1373.8 (+2.1)
3;4/01/2017 17:27;79370;1290.8;Standard;2:51;1:46;0:12;1371.7 (+2.7)
4;4/01/2017 17:25;93983;1266.4;Standard;1:10;0:55;0:24;1369.0 (+2.5)
5;4/01/2017 17:24;130760;1299.5;Standard;2:35;1:01;0:06;1366.5 (+2.9)
6;4/01/2017 17:21;75383;1258.0;Standard;1:43;3:40;1:41;1363.6 (+2.5)
7;4/01/2017 17:16;102986;1279.7;Standard;1:53;0:24;0:03;1361.2 (-4.3)
8;4/01/2017 17:16;104096;1212.0;Standard;2:08;2:07;0:09;1365.5 (+2.1)
9;4/01/2017 17:14;166402;1294.5;Standard;1:01;0:18;0:03;1363.4 (+2.8)
10;4/01/2017 17:13;62628;1349.7;Standard;1:03;0:24;0:11;1360.6 (+3.4)
11;4/01/2017 17:13;103770;1010.0;Standard;0:52;0:28;0:01;1357.2 (+0.8)
12;4/01/2017 17:12;52783;1197.5;Standard;0:48;0:32;0:11;1356.3 (+2.0)
13;4/01/2017 17:11;45843;1226.5;Standard;1:47;4:22;0:00;1354.3 (-4.8)
14;4/01/2017 17:07;56619;1009.7;Standard;0:45;0:23;0:00;1359.1 (+0.8)
15;4/01/2017 17:06;97763;1279.4;Standard;0:52;0:08;0:00;1358.3 (-4.3)
16;4/01/2017 17:06;99656;1239.6;Standard;0:42;0:20;0:00;1362.6 (+2.3)
17;4/01/2017 17:06;32120;1151.4;Standard;1:30;0:42;0:19;1360.2 (+1.6)
18;4/01/2017 17:05;174515;1265.0;Standard;1:16;0:42;0:19;1358.6 (+2.6)
19;4/01/2017 17:04;162601;1218.1;Standard;1:27;0:43;0:00;1356.0 (-4.9)
20;4/01/2017 17:03;157029;1424.5;Standard;1:49;0:50;0:03;1360.9 (+4.2)
21;4/01/2017 17:02;52858;1205.2;Standard;1:35;0:21;0:01;1356.7 (+2.1)
22;4/01/2017 17:01;71349;1215.1;Standard;1:58;1:18;0:03;1354.6 (+2.2)
23;4/01/2017 17:00;177225;1269.0;Standard;2:03;3:19;0:08;1352.4 (+2.7)
1;5/01/2017 17:36;161750;1179.8;Standard;1:23;0:19;0:00;1375.6 (-5.3)
2;5/01/2017 17:35;63803;1624.2;Standard;4:52;1:47;1:27;1381.0 (-1.4)
3;5/01/2017 17:33;77382;1284.8;Standard;3:25;7:47;0:30;1382.4 (+2.6)
4;5/01/2017 17:25;40538;1329.2;Standard;0:59;0:46;0:00;1379.8 (-4.0)
5;5/01/2017 17:24;32362;1183.2;Standard;0:42;0:58;0:00;1383.8 (-5.4)
6;5/01/2017 17:23;170930;1356.4;Standard;2:36;0:27;0:03;1389.2 (+3.2)
7;5/01/2017 17:22;57547;1349.1;Standard;0:43;0:10;0:00;1386.0 (-3.9)
8;5/01/2017 17:21;76889;1219.3;Standard;1:34;0:36;0:13;1389.9 (-5.1)
9;5/01/2017 17:21;104754;1204.5;Standard;1:50;0:11;0:06;1395.0 (+1.8)
10;5/01/2017 17:20;6763;1185.1;Standard;0:53;0:53;0:00;1393.3 (-5.4)
11;5/01/2017 17:19;173827;1266.3;Standard;1:24;0:54;0:16;1398.7 (+2.2)
12;5/01/2017 17:18;96040;1338.5;Standard;1:29;0:42;0:15;1396.4 (+2.9)
13;5/01/2017 17:17;150220;1208.2;Standard;4:47;0:29;0:12;1393.5 (+1.8)
14;5/01/2017 17:16;78287;1215.4;Standard;1:08;0:57;0:01;1391.7 (+1.9)
15;5/01/2017 17:15;52300;1299.0;Standard;2:11;0:57;0:31;1389.8 (+2.6)
16;5/01/2017 17:14;55784;1248.9;Standard;1:37;0:43;0:01;1387.2 (+2.2)
17;5/01/2017 17:14;172204;1287.5;Standard;1:42;1:13;0:53;1385.0 (+2.6)
18;5/01/2017 17:12;54746;1052.1;Standard;0:40;0:18;0:02;1382.4 (+0.9)
19;5/01/2017 17:12;100126;1172.8;Standard;1:25;1:20;0:00;1381.5 (+1.7)
20;5/01/2017 17:11;58878;1332.2;Standard;2:09;0:40;0:05;1379.8 (+3.3)
1;15/01/2017 16:24;52532;1338.7;Standard;1:59;1:06;0:02;1376.4 (+3.7)
2;15/01/2017 16:23;177759;1281.5;Standard;0:48;0:18;0:00;1372.7 (-5.5)
3;15/01/2017 16:23;92886;1341.3;Standard;2:22;1:40;0:44;1378.2 (+4.1)
4;15/01/2017 16:21;74867;1316.2;Standard;1:27;0:50;0:27;1374.1 (-5.5)
5;15/01/2017 16:19;167422;1341.8;Standard;2:23;0:45;0:00;1379.6 (-5.5)
6;15/01/2017 16:19;49436;1295.0;Standard;1:42;0:25;0:00;1385.1 (+3.8)
7;15/01/2017 16:18;149356;1164.0;Standard;1:24;0:28;0:03;1381.3 (+2.4)
8;15/01/2017 16:17;166034;1335.5;Standard;4:03;1:56;0:00;1378.9 (-6.3)
9;15/01/2017 16:15;18981;1263.3;Standard;0:49;0:19;0:01;1385.2 (+3.9)
10;15/01/2017 16:14;59944;1298.5;Standard;1:43;1:43;0:13;1381.3 (-7.5)
11;15/01/2017 16:12;32233;1451.0;Standard;1:10;0:31;0:00;1388.8 (-5.2)
12;15/01/2017 16:11;56331;1265.8;Standard;1:21;0:41;0:00;1393.9 (+4.2)
13;15/01/2017 16:09;155585;1397.5;Standard;1:28;0:19;0:00;1389.7 (-6.7)
14;15/01/2017 16:09;177986;1358.1;Standard;2:32;0:54;0:02;1396.4 (+6.3)
15;15/01/2017 16:08;167900;1259.9;Standard;1:14;0:42;0:13;1390.1 (+4.8)
16;15/01/2017 16:06;177420;1475.9;Standard;1:21;0:30;0:02;1385.3 (+9.7)
1;15/01/2017 21:59;54001;1360.8;Standard;2:58;2:44;0:00;1371.1 (-3.6)
2;15/01/2017 21:56;152611;1263.2;Standard;0:58;0:12;0:01;1374.7 (+2.4)
3;15/01/2017 21:55;180933;1405.1;Standard;1:33;0:44;0:00;1372.3 (-3.2)
4;15/01/2017 21:54;171450;1491.3;Standard;1:45;1:12;0:03;1375.5 (+4.7)
5;15/01/2017 21:53;126789;1221.9;Standard;1:26;0:30;0:03;1370.8 (+2.1)
6;15/01/2017 21:52;47655;1502.3;Standard;2:13;1:08;0:08;1368.7 (+4.8)
7;15/01/2017 21:51;4425;1275.2;Standard;1:06;0:24;0:07;1363.9 (+2.6)
8;15/01/2017 21:50;160057;1242.8;Standard;3:24;2:51;0:00;1361.3 (-4.7)
9;15/01/2017 21:47;63624;1310.0;Standard;1:26;1:56;0:00;1365.9 (-4.1)
10;15/01/2017 21:44;139884;1428.7;Standard;2:28;1:15;0:02;1370.0 (+4.1)
11;15/01/2017 21:43;144650;1194.4;Standard;2:16;1:17;0:41;1365.9 (+1.9)
12;15/01/2017 21:41;71089;1404.0;Standard;0:54;0:15;0:01;1364.0 (-3.1)
13;15/01/2017 21:41;64811;1339.5;Standard;1:29;1:35;0:00;1367.1 (-3.8)
14;15/01/2017 21:39;103367;1325.6;Standard;1:53;0:32;0:00;1370.9 (-4.0)
15;15/01/2017 21:38;120738;1363.4;Standard;2:40;1:16;0:27;1374.9 (+3.4)
16;15/01/2017 21:37;97570;1292.9;Standard;2:41;1:54;0:25;1371.5 (-4.5)
17;15/01/2017 21:31;32443;1261.4;Standard;1:02;1:42;0:01;1376.0 (+2.6)
18;15/01/2017 21:30;71605;1221.4;Standard;1:16;0:36;0:00;1373.4 (-5.6)
19;15/01/2017 21:29;77726;1238.9;Standard;2:14;1:01;0:30;1379.0 (+2.6)
1;16/01/2017 13:51;79249;1229.2;Standard;0:52;0:17;0:00;1391.1 (+2.0)
2;16/01/2017 13:51;163534;1240.3;Standard;1:34;0:22;0:04;1389.1 (+2.1)
3;16/01/2017 13:50;156601;1311.4;Standard;1:31;0:29;0:06;1387.0 (+2.8)
4;16/01/2017 13:49;54052;1151.5;Standard;0:51;1:53;0:04;1384.2 (+1.5)
5;16/01/2017 13:48;31474;1277.9;Standard;1:46;11:32;0:02;1382.8 (+2.5)
6;16/01/2017 13:34;65343;1384.4;Standard;2:32;1:02;0:13;1380.3 (+3.6)
7;16/01/2017 13:33;109727;1601.0;Standard;3:00;0:52;0:20;1376.7 (-1.5)
8;16/01/2017 13:32;171100;1185.9;Standard;2:24;1:43;0:13;1378.2 (+1.8)
9;16/01/2017 13:30;53049;996.1;Standard;0:44;0:16;0:01;1376.5 (+0.7)
10;16/01/2017 13:29;45697;1513.6;Standard;1:48;0:10;0:00;1375.8 (+4.9)
11;16/01/2017 13:29;104460;1224.1;Standard;1:07;0:29;0:00;1370.9 (-4.9)
12;16/01/2017 13:27;40376;1197.8;Standard;0:49;0:06;0:00;1375.9 (+1.9)
13;16/01/2017 13:27;96805;1303.0;Standard;1:15;0:26;0:00;1374.0 (+2.9)
1;16/01/2017 17:57;62966;1232.7;Standard;1:29;2:45;0:01;1384.0 (+2.1)
2;16/01/2017 17:53;91661;1267.5;Standard;2:37;1:41;0:00;1381.9 (-4.6)
3;16/01/2017 17:51;170802;1341.6;Standard;1:51;1:21;0:00;1386.6 (-4.0)
4;16/01/2017 17:49;75685;1275.7;Standard;1:50;1:28;0:04;1390.6 (+2.4)
5;16/01/2017 17:48;87760;1102.1;Standard;0:45;0:11;0:01;1388.2 (+1.1)
6;16/01/2017 17:47;260;1201.7;Standard;1:23;0:26;0:00;1387.0 (+1.8)
7;16/01/2017 17:47;165499;1333.2;Standard;1:55;0:35;0:01;1385.2 (+3.0)
8;16/01/2017 17:46;53889;1347.1;Standard;1:07;0:46;0:00;1382.2 (-3.9)
9;16/01/2017 17:45;149676;1195.3;Standard;0:51;0:13;0:00;1386.1 (-5.3)
10;16/01/2017 17:45;144849;1314.9;Standard;3:14;5:58;0:00;1391.4 (-4.3)
11;16/01/2017 17:36;178099;1237.0;Standard;3:38;0:51;0:00;1395.7 (-5.0)
12;16/01/2017 17:35;43767;1211.9;Standard;1:13;0:11;0:00;1400.7 (+1.8)
13;16/01/2017 17:35;175740;1131.9;Standard;1:30;0:24;0:03;1398.9 (+1.2)
14;16/01/2017 17:34;179435;1239.0;Standard;1:42;0:30;0:05;1397.6 (+2.0)
15;16/01/2017 17:34;48017;1151.5;Standard;1:29;1:02;0:03;1395.6 (+1.4)
16;16/01/2017 17:33;90300;1259.3;Standard;0:37;0:13;0:01;1394.2 (+2.2)
17;16/01/2017 17:32;101201;1217.2;Standard;1:34;0:27;0:05;1392.0 (+1.9)
18;16/01/2017 17:32;45739;1155.1;Standard;1:07;0:20;0:02;1390.1 (+1.4)
19;16/01/2017 17:31;73590;1152.4;Standard;1:07;0:19;0:01;1388.7 (+1.4)
20;16/01/2017 17:30;91615;1427.9;Standard;1:54;0:51;0:00;1387.2 (-3.1)
21;16/01/2017 17:29;162860;1263.3;Standard;1:07;0:19;0:03;1390.3 (+2.3)
22;16/01/2017 17:28;163556;1355.6;Standard;2:53;2:31;0:03;1388.1 (+3.2)
23;16/01/2017 17:25;74865;1382.5;Standard;1:24;0:13;0:00;1384.9 (-3.5)
24;16/01/2017 17:25;111964;1472.0;Standard;1:26;0:41;0:11;1388.4 (-2.7)
1;16/01/2017 19:18;62646;1084.7;Standard;1:22;0:37;0:02;1385.9 (+1.1)
2;16/01/2017 19:18;171130;1400.8;Standard;2:49;2:08;1:52;1384.9 (+3.7)
3;16/01/2017 19:15;72839;1357.1;Standard;1:00;0:37;0:00;1381.2 (-3.8)
4;16/01/2017 19:14;165054;1231.6;Standard;1:42;1:33;0:06;1385.0 (+2.1)
5;16/01/2017 19:12;101515;1241.8;Standard;1:11;0:30;0:00;1382.9 (-4.9)
6;16/01/2017 19:12;98300;1440.3;Standard;4:10;5:49;5:39;1387.8 (+4.1)
7;16/01/2017 19:05;130419;1314.7;Standard;2:45;3:32;0:59;1383.7 (+2.8)
8;16/01/2017 19:01;176365;1543.8;Standard;4:59;1:34;0:02;1380.9 (+5.1)
9;16/01/2017 18:59;98281;1372.7;Standard;1:08;0:20;0:10;1375.8 (-3.6)
10;16/01/2017 18:59;88686;1425.7;Standard;1:05;0:29;0:02;1379.4 (+4.0)
11;16/01/2017 18:58;94723;1362.1;Standard;1:47;1:35;0:19;1375.4 (-3.7)
12;16/01/2017 18:56;93001;1284.8;Standard;1:03;0:50;0:04;1379.1 (+2.6)
13;16/01/2017 18:55;9561;1278.1;Standard;1:38;3:04;0:00;1376.5 (-4.5)
14;16/01/2017 18:52;168516;1221.5;Standard;2:21;1:31;0:03;1381.0 (+2.0)
15;16/01/2017 18:50;60487;1149.8;Standard;0:56;0:37;0:27;1379.0 (-5.6)
16;16/01/2017 18:49;59164;1344.4;Standard;1:14;0:33;0:11;1384.5 (+3.1)
17;16/01/2017 18:48;171359;1473.0;Standard;4:49;2:03;0:00;1381.4 (-2.6)
51;17/01/2017 13:58;72911;1416.4;Standard;2:09;12:56;0:04;1389.2 (+3.8)
52;17/01/2017 13:45;29729;1376.6;Standard;1:28;1:00;0:00;1385.4 (-3.6)
53;17/01/2017 13:44;177163;1449.1;Standard;2:16;12:02;0:00;1389.0 (-2.9)
54;17/01/2017 13:32;165947;1347.1;Standard;1:46;0:43;0:02;1391.9 (+3.2)
55;16/01/2017 22:21;64213;1317.8;Standard;0:41;0:13;0:01;1388.7 (+2.8)
1;18/01/2017 18:44;50757;1359.4;Standard;1:34;1:19;0:17;1400.7 (+3.1)
2;18/01/2017 11:43;57530;1204.1;Standard;0:39;0:25;0:00;1397.6 (-5.3)
3;18/01/2017 10:49;77621;1204.1;Standard;2:03;38:57:00;36:44:00;1402.9 (+1.7)
4;18/01/2017 10:10;77361;1286.7;Standard;1:11;2:20;0:14;1401.2 (+2.4)
5;18/01/2017 10:08;100097;1378.0;Standard;2:58;1:18;1:00;1398.8 (+3.3)
6;18/01/2017 10:06;166420;1050.2;Standard;2:17;1:08;0:00;1395.5 (-6.2)
7;18/01/2017 10:05;159259;1261.8;Standard;1:26;0:37;0:02;1401.7 (+2.2)
8;18/01/2017 9:52;76509;1382.4;Standard;1:54;1:01;0:15;1399.5 (+3.4)
9;18/01/2017 9:51;58008;1173.9;Standard;1:59;3:06;0:12;1396.1 (+1.5)
10;18/01/2017 9:48;94526;1396.9;Standard;1:29;1:36;0:02;1394.6 (+3.5)
11;18/01/2017 9:46;151708;1278.6;Standard;0:53;0:20;0:01;1391.1 (-4.6)
12;18/01/2017 9:46;162411;1349.5;Standard;1:07;0:14;0:00;1395.7 (-4.0)
13;18/01/2017 9:45;156068;1305.3;Standard;1:26;3:37;0:03;1399.7 (+2.6)
14;18/01/2017 9:34;93383;1207.2;Standard;2:19;23:59;0:08;1397.1 (-5.3)
15;17/01/2017 23:55;150323;1261.4;Standard;2:18;0:33;0:02;1402.4 (+2.2)
16;17/01/2017 23:54;54278;1231.7;Standard;1:08;3:37;0:01;1400.2 (+1.9)
17;17/01/2017 23:51;42546;1317.4;Standard;1:17;0:43;0:00;1398.3 (-4.3)
18;17/01/2017 23:50;106584;1348.2;Standard;1:47;5:52;0:02;1402.6 (+3.0)
19;17/01/2017 23:43;165274;1438.5;Standard;1:45;0:39;0:00;1399.6 (-3.1)
20;17/01/2017 23:42;7526;1303.6;Standard;1:04;0:29;0:00;1402.8 (-4.5)
21;17/01/2017 23:42;1425;1369.5;Standard;1:03;0:26;0:00;1407.3 (-3.9)
22;17/01/2017 23:41;171874;1420.6;Standard;3:16;7:32:01;0:32;1411.2 (+3.6)
23;17/01/2017 16:09;28597;1308.7;Standard;1:40;0:45;0:12;1407.6 (+2.5)
24;17/01/2017 16:08;159520;1140.8;Standard;1:16;1:19;0:01;1405.0 (+1.3)
25;17/01/2017 16:07;27918;1122.1;Standard;0:46;0:22;0:03;1403.7 (+1.2)
26;17/01/2017 16:02;60599;1161.2;Standard;0:39;0:27;0:05;1402.6 (+1.4)
27;17/01/2017 15:57;46673;1188.6;Standard;1:01;0:13;0:00;1401.2 (+1.6)
28;17/01/2017 15:57;65161;1262.1;Standard;1:53;2:36;0:14;1399.6 (+2.2)
29;17/01/2017 15:54;161237;1247.3;Standard;0:35;0:18;0:00;1397.4 (-5.0)
30;17/01/2017 15:53;149243;1344.5;Standard;2:04;2:03;0:00;1402.3 (-4.1)
31;17/01/2017 15:50;160911;1160.7;Standard;0:57;0:15;0:01;1406.4 (+1.4)
32;17/01/2017 15:50;156717;1200.3;Standard;1:38;0:52;0:07;1405.1 (+1.7)
33;17/01/2017 15:49;88693;1173.7;Standard;1:35;3:10;0:06;1403.4 (+1.5)
34;17/01/2017 15:46;40058;1271.6;Standard;1:28;0:31;0:10;1401.9 (+2.3)
35;17/01/2017 15:45;157591;1373.2;Standard;3:10;3:25;3:09;1399.7 (+3.3)
36;17/01/2017 15:42;151026;1274.4;Standard;1:14;0:34;0:13;1396.4 (-4.7)
37;17/01/2017 15:41;33227;1481.8;Standard;1:50;1:00;0:02;1401.1 (+4.3)
38;17/01/2017 15:40;166579;1347.4;Standard;2:37;2:42;1:23;1396.8 (+3.0)
39;17/01/2017 15:37;70810;1286.1;Standard;3:35;1:17;0:48;1393.7 (+2.5)
40;17/01/2017 15:35;143421;1406.1;Standard;1:37;1:46;0:18;1391.3 (+3.7)
41;17/01/2017 15:33;139470;1218.4;Standard;1:32;1:17;0:13;1387.6 (+1.9)
42;17/01/2017 15:31;164689;1219.5;Standard;1:53;0:25;0:00;1385.7 (-5.1)
43;17/01/2017 15:30;51410;1324.0;Standard;1:18;0:27;0:06;1390.8 (+2.9)
44;17/01/2017 15:30;61161;1435.4;Standard;2:05;3:08;2:07;1387.9 (-3.0)
45;17/01/2017 15:26;80114;1313.9;Standard;2:32;0:37;0:02;1391.0 (+2.8)
46;17/01/2017 15:26;158275;1177.8;Standard;0:54;0:27;0:02;1388.2 (+1.6)
47;17/01/2017 15:25;3822;1245.4;Standard;0:42;0:25;0:00;1386.6 (-4.9)
48;17/01/2017 14:03;48624;1437.0;Standard;1:47;1:30;0:01;1391.5 (-3.1)
49;17/01/2017 14:02;92916;1257.1;Standard;1:32;0:40;0:01;1394.5 (+2.2)
50;17/01/2017 14:01;103392;1350.9;Standard;2:07;2:46;0:01;1392.3 (+3.1)
1;18/01/2017 19:55;46152;1376.3;Standard;1:29;0:23;0:05;1417.3 (+3.1)
2;18/01/2017 19:55;146137;1213.7;Standard;0:46;0:24;0:02;1414.2 (+1.7)
3;18/01/2017 19:54;76118;1324.3;Standard;2:25;0:54;0:32;1412.5 (+2.6)
4;18/01/2017 19:52;10374;1376.1;Standard;3:13;5:49;0:00;1409.9 (-3.9)
5;18/01/2017 19:46;40103;1381.6;Standard;1:18;1:49;0:01;1413.7 (+3.2)
6;18/01/2017 19:44;28978;1303.5;Standard;0:50;0:18;0:03;1410.5 (+2.5)
7;18/01/2017 19:44;139710;1224.3;Standard;1:48;1:33;0:09;1408.1 (+1.8)
8;18/01/2017 19:42;15710;1254.7;Standard;0:50;0:24;0:01;1406.3 (+2.1)
9;18/01/2017 19:42;158732;1328.4;Standard;1:30;0:25;0:04;1404.2 (+2.8)
10;18/01/2017 19:41;74457;1292.6;Standard;2:13;2:40;0:22;1401.4 (+2.5)
11;18/01/2017 19:38;59622;1138.5;Standard;1:21;0:53;0:10;1398.9 (-5.8)
12;18/01/2017 19:36;48486;1407.7;Standard;1:27;0:38;0:00;1404.7 (+3.6)
13;18/01/2017 19:36;48997;1288.1;Standard;1:36;0:13;0:01;1401.2 (+2.4)
14;18/01/2017 19:35;60918;1168.5;Standard;0:56;1:11;0:01;1398.7 (+1.5)
15;18/01/2017 19:34;163733;1404.8;Standard;1:36;1:00;0:00;1397.3 (-3.4)
1;18/01/2017 21:19;166030;1193.1;Standard;1:52;0:40;0:06;1422.6 (+1.5)
2;18/01/2017 21:18;18321;1226.2;Standard;1:06;0:38;0:27;1421.1 (+1.7)
3;18/01/2017 21:17;146902;1384.7;Standard;1:46;1:04;0:00;1419.4 (-3.9)
4;18/01/2017 21:16;173203;1229.1;Standard;0:47;0:20;0:00;1423.3 (+1.7)
5;18/01/2017 21:14;95359;1347.6;Standard;0:40;0:18;0:00;1421.5 (+2.8)
6;18/01/2017 21:14;144303;1268.7;Standard;1:32;0:33;0:01;1418.7 (+2.1)
7;18/01/2017 21:13;98487;1423.7;Standard;2:32;0:15;0:00;1416.7 (-3.5)
8;18/01/2017 21:12;170641;1440.4;Standard;1:50;0:53;0:00;1420.1 (-3.3)
9;18/01/2017 21:11;73224;1269.6;Standard;1:31;2:34;0:04;1423.4 (+2.1)
10;18/01/2017 21:08;94207;1166.2;Standard;0:43;0:21;0:03;1421.4 (+1.3)
11;18/01/2017 21:08;79118;1338.6;Standard;1:34;1:12;0:14;1420.0 (+2.7)
1;18/01/2017 22:24;63692;1179.3;Standard;1:10;0:28;0:07;1423.6 (+1.4)
2;18/01/2017 22:23;158309;1316.3;Standard;1:29;1:32;1:19;1422.3 (+2.5)
3;18/01/2017 22:21;46096;1344.5;Standard;1:04;0:56;0:00;1419.8 (-4.3)
4;18/01/2017 22:19;45167;1464.9;Standard;1:47;0:45;0:00;1424.0 (-3.1)
5;18/01/2017 22:18;154281;1137.8;Standard;0:58;0:39;0:00;1427.2 (-5.9)
6;18/01/2017 22:17;32609;1395.4;Standard;1:38;0:35;0:01;1433.1 (+3.1)
7;18/01/2017 22:16;172847;1191.7;Standard;1:55;0:58;0:26;1429.9 (-5.6)
8;18/01/2017 22:14;177068;1468.2;Standard;2:13;1:15;0:00;1435.6 (-3.2)
9;18/01/2017 22:13;96796;1147.5;Standard;1:12;0:17;0:01;1438.7 (+1.1)
10;18/01/2017 22:12;75160;1207.2;Standard;1:38;0:38;0:19;1437.6 (+1.5)
11;18/01/2017 22:11;106217;1145.2;Standard;1:27;0:33;0:01;1436.2 (+1.1)
12;18/01/2017 22:11;151459;1375.4;Standard;1:24;0:17;0:01;1435.0 (+2.9)
13;18/01/2017 22:10;8849;1361.8;Standard;1:31;0:47;0:01;1432.1 (+2.8)
14;18/01/2017 22:09;75146;1399.4;Standard;1:21;5:42;0:00;1429.3 (-3.8)
15;18/01/2017 22:03;165012;1327.9;Standard;0:40;0:36;0:00;1433.1 (+2.5)
16;18/01/2017 22:03;150824;1301.0;Standard;1:56;1:19;0:51;1430.6 (+2.3)
17;18/01/2017 22:01;56025;1048.8;Standard;0:40;3:00;0:00;1428.4 (+0.7)
18;18/01/2017 21:58;8236;1209.2;Standard;1:24;4:41;0:01;1427.6 (+1.6)
19;18/01/2017 21:53;53045;1385.8;Standard;1:30;0:43;0:07;1426.1 (+3.1)
