#;Time;ProblemId;Rating;Type;Av Time;Solve Time;After First;User Rating
20;18/01/2017 21:52;63655;1351.5;Standard;1:39;1:47;0:03;1423.0 (+2.8)
21;18/01/2017 21:50;44424;1238.1;Standard;1:21;1:11;0:01;1420.2 (+1.8)
22;18/01/2017 21:47;44477;1436.9;Standard;1:44;0:26;0:00;1418.3 (-3.3)
23;18/01/2017 21:46;76229;1201.7;Standard;1:02;0:32;0:02;1421.7 (+1.6)
24;18/01/2017 21:45;167095;1244.2;Standard;1:50;0:34;0:00;1420.1 (-5.2)
25;18/01/2017 21:45;61835;1255.6;Standard;1:29;0:32;0:02;1425.3 (+1.9)
26;18/01/2017 21:44;162060;1227.3;Standard;0:48;0:16;0:00;1423.3 (+1.7)
27;18/01/2017 21:43;65238;1288.5;Standard;0:56;1:05;0:01;1421.6 (+2.2)
28;18/01/2017 21:41;162631;1339.7;Standard;3:10;1:03;0:00;1419.4 (-4.3)
29;18/01/2017 21:40;89982;1125.8;Standard;1:05;0:31;0:01;1423.7 (+1.1)
1;20/01/2017 17:05;16206;1295.6;Standard;2:41;3:23;0:11;1412.4 (+2.4)
2;20/01/2017 17:02;95097;1288.1;Standard;1:39;0:58;0:02;1410.0 (+2.3)
3;20/01/2017 17:01;59441;1370.2;Standard;1:48;1:21;0:01;1407.6 (+3.2)
4;20/01/2017 16:59;150813;1339.5;Standard;1:54;1:33;0:22;1404.4 (+3.1)
5;19/01/2017 20:30;33240;1168.8;Standard;0:57;2:39;0:01;1401.4 (+1.5)
6;19/01/2017 20:27;50738;1507.7;Standard;1:54;0:14;0:02;1399.9 (-2.5)
7;19/01/2017 20:27;80336;1356.3;Standard;1:52;1:58;0:04;1402.4 (+3.1)
8;19/01/2017 20:25;62728;1339.0;Standard;0:39;0:16;0:00;1399.3 (-4.1)
9;19/01/2017 20:24;64894;1238.3;Standard;1:29;0:25;0:07;1403.4 (+2.0)
10;19/01/2017 20:24;154979;1486.9;Standard;1:24;0:41;0:14;1401.5 (+4.4)
11;19/01/2017 20:23;166496;1397.3;Standard;1:42;3:02;0:00;1397.1 (-3.5)
12;19/01/2017 20:20;130973;1311.2;Standard;1:32;0:25;0:00;1400.6 (-4.4)
13;19/01/2017 15:03;960980;1318.2;Standard;4:16;1:03:46;0:05;1405.0 (+2.6)
14;19/01/2017 13:59;144019;1312.2;Standard;3:21;2:15;0:08;1402.4 (+2.6)
15;19/01/2017 13:57;40570;1295.8;Standard;0:49;0:16;0:00;1399.8 (-4.5)
16;19/01/2017 13:55;76886;1200.9;Standard;2:15;9:45;0:00;1404.4 (-5.4)
17;19/01/2017 13:45;18112;1243.5;Standard;0:43;0:31;0:00;1409.7 (-5.1)
18;19/01/2017 13:43;72701;1371.0;Standard;3:08;2:49;0:00;1414.8 (-4.0)
19;19/01/2017 13:39;32572;1301.8;Standard;2:03;3:13;0:06;1418.8 (-4.8)
1;22/01/2017 23:53;48697;1447.4;Standard;1:04;0:40;0:01;1433.1 (+3.7)
2;22/01/2017 23:52;40021;1287.9;Standard;0:42;0:28;0:06;1429.4 (+2.2)
3;22/01/2017 23:52;141737;1193.4;Standard;0:50;0:28;0:00;1427.3 (-5.6)
4;22/01/2017 23:50;79325;1330.5;Standard;1:19;2:24;0:06;1432.9 (+2.5)
5;22/01/2017 23:46;165221;1292.7;Standard;2:07;0:17;0:02;1430.3 (+2.2)
6;22/01/2017 23:44;177049;1363.9;Standard;2:42;1:22;0:03;1428.1 (+2.9)
7;22/01/2017 23:43;94395;1244.9;Standard;1:34;0:49;0:15;1425.3 (+1.8)
8;22/01/2017 23:41;105703;1460.7;Standard;2:54;0:45;0:09;1423.4 (-3.1)
9;22/01/2017 23:40;76029;1416.9;Standard;1:46;0:42;0:10;1426.6 (+3.4)
10;22/01/2017 23:39;178074;1261.7;Standard;1:55;3:39;2:47;1423.1 (+2.0)
11;22/01/2017 23:35;49123;1463.1;Standard;3:41;1:12;0:30;1421.1 (-3.1)
12;22/01/2017 23:34;64983;1285.3;Standard;0:41;0:25;0:01;1424.2 (+2.2)
13;22/01/2017 23:31;161342;1338.1;Standard;2:38;3:00;0:11;1422.1 (+2.7)
14;22/01/2017 23:28;169909;1433.2;Standard;2:03;0:53;0:01;1419.3 (+3.9)
15;22/01/2017 23:27;39891;1378.2;Standard;2:03;0:37;0:15;1415.5 (+3.5)
16;22/01/2017 23:26;45762;1338.3;Standard;2:22;2:40;0:08;1412.0 (+3.2)
17;22/01/2017 23:23;128406;1329.5;Standard;1:44;2:29;1:58;1408.8 (-5.1)
18;22/01/2017 23:21;57892;1154.6;Standard;0:37;0:32;0:00;1414.0 (+1.6)
1;23/01/2017 0:06;165355;1495.3;Standard;2:58;1:04;0:26;1431.0 (+4.2)
2;23/01/2017 0:05;11983;1339.4;Standard;0:59;0:32;0:00;1426.8 (+2.7)
3;23/01/2017 0:04;89544;1361.3;Standard;1:47;1:59;0:00;1424.1 (-4.2)
4;23/01/2017 0:02;165696;1293.5;Standard;1:01;0:16;0:01;1428.3 (-4.8)
1;23/01/2017 8:05;77946;1375.8;Standard;1:33;1:08;0:42;1431.3 (+3.0)
2;23/01/2017 8:04;75021;1444.6;Standard;2:25;2:03;1:09;1428.3 (-3.4)
3;23/01/2017 8:01;43951;1144.1;Standard;0:45;0:09;0:00;1431.7 (+1.1)
4;23/01/2017 8:01;8944;1303.9;Standard;1:01;0:58;0:01;1430.5 (+2.3)
5;23/01/2017 8:00;172282;1362.1;Standard;0:58;0:21;0:00;1428.3 (-4.2)
6;23/01/2017 7:59;164603;1202.8;Standard;2:01;0:57;0:08;1432.4 (+1.5)
51;23/01/2017 8:05;77946;1375.8;Standard;1:33;1:08;0:42;1431.3 (+3.0)
52;23/01/2017 8:04;75021;1444.6;Standard;2:25;2:03;1:09;1428.3 (-3.4)
53;23/01/2017 8:01;43951;1144.1;Standard;0:45;0:09;0:00;1431.7 (+1.1)
54;23/01/2017 8:01;8944;1303.9;Standard;1:01;0:58;0:01;1430.5 (+2.3)
55;23/01/2017 8:00;172282;1362.1;Standard;0:57;0:21;0:00;1428.3 (-4.2)
56;23/01/2017 7:59;164603;1202.8;Standard;2:01;0:57;0:08;1432.4 (+1.5)
1;26/01/2017 17:05;93561;1382.8;Standard;3:05;1:24;0:37;1439.2 (+3.0)
2;26/01/2017 17:03;52557;1324.2;Standard;0:46;0:32;0:08;1436.3 (+2.4)
3;26/01/2017 17:02;153946;1366.5;Standard;1:56;1:03;0:04;1433.8 (+2.8)
4;26/01/2017 17:01;177988;1443.9;Standard;1:27;0:36;0:09;1431.0 (+3.7)
5;26/01/2017 17:01;167796;1452.2;Standard;2:53;3:50;0:00;1427.3 (-3.3)
6;26/01/2017 16:57;8465;1169.0;Standard;0:57;0:29;0:04;1430.6 (+1.3)
7;26/01/2017 16:56;90747;1357.1;Standard;2:25;9:10;0:16;1429.3 (+2.8)
8;26/01/2017 16:47;44775;1273.7;Standard;0:51;0:40;0:00;1426.5 (-5.0)
9;26/01/2017 16:46;77992;1358.3;Standard;1:53;1:26;0:00;1431.5 (-4.3)
10;26/01/2017 16:44;172250;1241.0;Standard;0:53;0:20;0:00;1435.7 (-5.3)
11;26/01/2017 16:44;152742;1273.2;Standard;1:01;0:15;0:01;1441.1 (+2.0)
12;26/01/2017 16:44;57232;1228.4;Standard;0:56;1:11;0:03;1439.0 (+1.7)
13;25/01/2017 18:00;164267;1420.2;Standard;3:12;1:20;0:05;1437.3 (+3.3)
14;25/01/2017 17:58;102534;1413.8;Standard;1:47;1:13;0:09;1434.0 (+3.3)
15;25/01/2017 17:57;164802;1394.6;Standard;2:08;0:45;0:22;1430.6 (+3.2)
16;25/01/2017 17:56;79428;1353.5;Standard;2:01;5:28;0:00;1427.5 (-4.3)
17;25/01/2017 17:50;75849;1391.0;Standard;0:46;0:13;0:02;1431.7 (-3.9)
18;25/01/2017 17:50;158404;1424.8;Standard;3:12;2:03;0:20;1435.7 (-3.6)
19;25/01/2017 17:48;105580;1352.2;Standard;2:50;1:35;0:55;1439.3 (+2.7)
20;25/01/2017 17:46;27776;1290.1;Standard;2:01;3:56;0:00;1436.6 (-4.9)
21;25/01/2017 17:42;93334;1448.3;Standard;1:53;0:47;0:28;1441.6 (+3.6)
22;25/01/2017 17:41;78203;1319.5;Standard;2:01;8:17;0:15;1438.0 (-4.7)
23;25/01/2017 17:32;8461;1376.8;Standard;1:17;0:48;0:38;1442.7 (+2.9)
24;25/01/2017 17:32;40624;1351.7;Standard;1:30;2:46;0:02;1439.8 (+2.6)
25;25/01/2017 17:28;154087;1456.9;Standard;3:33;1:48;0:00;1437.1 (-3.3)
26;25/01/2017 17:26;88072;1351.3;Standard;3:33;1:41;0:00;1440.5 (-4.4)
27;25/01/2017 17:24;89660;1283.2;Standard;1:58;0:29;0:03;1444.9 (+2.1)
28;25/01/2017 17:11;48963;1371.8;Standard;1:56;1:04;0:02;1442.8 (+3.1)
29;25/01/2017 17:10;19208;1403.8;Standard;1:59;6:18;0:02;1439.7 (+3.6)
30;24/01/2017 8:22;35004;1366.3;Standard;1:51;2:46;0:36;1436.2 (-4.2)
31;24/01/2017 8:19;162786;1372.7;Standard;3:15;1:06;0:10;1440.4 (+2.8)
32;24/01/2017 8:18;173461;1266.9;Standard;1:22;0:54;0:01;1437.5 (+1.9)
33;24/01/2017 8:17;79549;1042.7;Standard;0:28;0:51;0:00;1435.6 (+0.7)
34;24/01/2017 8:16;167404;1434.8;Standard;2:04;1:03;0:00;1435.0 (-3.5)
35;24/01/2017 8:15;140992;1600.6;Standard;1:29;0:31;0:02;1438.5 (+5.1)
36;24/01/2017 8:14;165858;1320.1;Standard;0:57;1:38;0:02;1433.4 (+2.4)
37;24/01/2017 8:12;106145;1258.5;Standard;1:26;0:40;0:16;1431.0 (-5.1)
38;24/01/2017 8:11;56714;1416.4;Standard;4:25;15:10:39;0:04;1436.1 (+3.5)
39;23/01/2017 16:59;74809;1201.7;Standard;1:04;2:09;1:01;1432.7 (-5.6)
40;23/01/2017 16:57;149569;1350.1;Standard;3:18;3:18;0:02;1438.3 (+2.6)
41;23/01/2017 16:52;98348;1384.0;Standard;1:09;0:16;0:00;1435.6 (-4.0)
42;23/01/2017 16:51;159588;1437.8;Standard;2:14;0:46;0:00;1439.7 (-3.5)
43;23/01/2017 16:51;53163;1488.9;Standard;1:14;0:17;0:01;1443.2 (+4.0)
44;23/01/2017 16:50;139917;1172.2;Standard;1:50;1:40;0:03;1439.2 (+1.2)
45;23/01/2017 16:48;174526;1300.1;Standard;1:31;0:33;0:02;1438.0 (+2.2)
46;23/01/2017 16:48;56313;1385.2;Standard;2:06;5:42;0:00;1435.8 (-4.0)
47;23/01/2017 16:42;32488;1333.9;Standard;1:04;1:38;0:01;1439.8 (+2.5)
48;23/01/2017 16:40;33510;1318.7;Standard;2:09;0:24;0:01;1437.3 (+2.4)
49;23/01/2017 16:40;64241;1292.2;Standard;1:54;2:12;0:01;1435.0 (+2.2)
50;23/01/2017 16:37;50821;1206.9;Standard;0:37;0:21;0:00;1432.8 (+1.5)
1;26/01/2017 18:04;31581;1197.2;Standard;1:06;0:21;0:02;1449.2 (+1.3)
2;26/01/2017 18:04;63641;1150.0;Standard;0:50;0:13;0:01;1447.8 (+1.1)
3;26/01/2017 18:04;62258;1218.6;Standard;0:48;0:37;0:03;1446.8 (+1.5)
4;26/01/2017 18:03;98282;1462.3;Standard;1:28;0:23;0:00;1445.3 (-3.4)
5;26/01/2017 18:02;54333;1270.8;Standard;1:23;3:56;0:02;1448.6 (+1.9)
6;26/01/2017 17:58;171241;1389.1;Standard;1:48;0:30;0:03;1446.8 (+2.9)
7;26/01/2017 17:58;103752;1392.9;Standard;3:04;0:37;0:03;1443.8 (+3.0)
8;26/01/2017 17:57;51150;1086.6;Standard;1:04;0:59;0:00;1440.8 (+0.8)
9;26/01/2017 17:55;148254;1317.7;Standard;1:44;3:21;0:04;1440.0 (+2.3)
10;26/01/2017 17:52;74480;1394.0;Standard;1:28;2:20;0:00;1437.7 (-4.0)
11;26/01/2017 17:49;177763;1319.1;Standard;2:30;2:06;0:03;1441.6 (+2.3)
12;26/01/2017 17:47;63084;1439.5;Standard;1:23;1:34;1:01;1439.3 (+3.5)
13;26/01/2017 17:45;51894;1180.6;Standard;0:32;0:16;0:01;1435.8 (+1.3)
14;26/01/2017 17:45;71174;1307.0;Standard;1:08;0:35;0:16;1434.5 (-4.8)
51;27/01/2017 12:07;149789;1311.1;Standard;2:27;2:53;0:43;1442.5 (+2.3)
52;27/01/2017 12:03;45717;1465.7;Standard;2:58;2:53;0:00;1440.3 (-3.3)
53;27/01/2017 12:00;58196;1312.7;Standard;2:44;0:29;0:00;1443.6 (-4.8)
54;27/01/2017 11:59;174764;1432.7;Standard;2:44;1:05;0:02;1448.3 (+3.4)
55;27/01/2017 11:58;71908;1394.6;Standard;1:21;3:24;0:00;1444.9 (-4.2)
1;27/01/2017 17:00;103452;1266.0;Standard;1:31;2:18;0:05;1436.8 (-5.1)
2;27/01/2017 16:58;74540;1207.3;Standard;0:47;0:08;0:03;1441.9 (+1.5)
3;27/01/2017 16:58;112262;1545.0;Standard;1:30;0:50;0:02;1440.5 (+4.6)
4;27/01/2017 16:57;57427;1150.2;Standard;1:04;1:08;0:00;1435.9 (-5.9)
5;27/01/2017 16:56;99099;1349.2;Standard;1:14;26:18:00;0:07;1441.8 (+2.6)
6;27/01/2017 16:25;157003;1333.6;Standard;2:38;1:03;0:15;1439.2 (+2.5)
7;27/01/2017 16:23;80500;1289.1;Standard;1:56;1:02;0:00;1436.7 (-4.9)
8;27/01/2017 16:22;105401;1433.5;Standard;1:39;0:36;0:05;1441.7 (+3.4)
9;27/01/2017 16:22;159436;1264.9;Standard;2:16;0:51;0:19;1438.2 (+1.9)
10;27/01/2017 16:20;32745;1426.7;Standard;1:25;1:14;0:00;1436.3 (-3.6)
11;27/01/2017 16:07;156985;1492.5;Standard;3:19;1:44;1:07;1439.9 (-3.0)
12;27/01/2017 16:05;142050;1449.3;Standard;3:28;6:40;1:27;1442.9 (+3.6)
13;27/01/2017 15:57;172584;1563.7;Standard;3:03;1:33;0:00;1439.3 (-2.3)
14;27/01/2017 15:55;156448;1377.1;Standard;5:59;5:50;0:02;1441.7 (+2.9)
15;27/01/2017 15:49;152379;1341.9;Standard;1:58;0:43;0:11;1438.8 (+2.6)
16;27/01/2017 15:48;76906;1456.9;Standard;3:03;1:49;0:40;1436.2 (+3.7)
17;27/01/2017 15:46;60460;1274.4;Standard;0:56;3:12;0:11;1432.5 (+2.0)
18;27/01/2017 15:43;52493;1447.4;Standard;1:48;0:31;0:00;1430.5 (-3.4)
19;27/01/2017 15:42;56258;1284.1;Standard;1:14;1:13;0:02;1433.8 (+2.1)
20;27/01/2017 15:41;153215;1270.7;Standard;2:51;1:39;0:23;1431.7 (+2.0)
21;27/01/2017 15:39;166786;1495.4;Standard;2:55;8:52;6:04;1429.7 (-2.9)
22;27/01/2017 15:30;74374;1377.6;Standard;2:19;2:09;0:04;1432.6 (+3.0)
23;27/01/2017 15:27;10249;1286.5;Standard;2:03;0:46;0:02;1429.6 (+2.1)
24;27/01/2017 15:26;75922;1421.3;Standard;1:18;0:21;0:00;1427.5 (-3.6)
25;27/01/2017 15:11;176520;1460.1;Standard;2:02;1:06;0:46;1431.1 (+3.8)
26;27/01/2017 15:10;44729;1169.5;Standard;0:28;0:26;0:00;1427.2 (+1.3)
27;27/01/2017 15:09;74220;1275.8;Standard;2:07;0:24;0:00;1425.9 (-5.0)
28;27/01/2017 15:08;71410;1352.9;Standard;2:49;4:13;0:09;1430.9 (+2.7)
29;27/01/2017 15:02;169512;1480.9;Standard;1:54;0:33;0:00;1428.1 (-3.0)
30;27/01/2017 15:01;61480;1515.3;Standard;4:39;3:41;0:03;1431.1 (+4.4)
31;27/01/2017 14:57;114554;1399.9;Standard;2:18;0:49;0:14;1426.8 (-3.8)
32;27/01/2017 14:56;71408;1388.1;Standard;2:48;6:32;6:00;1430.6 (-4.0)
33;27/01/2017 14:50;176202;1181.5;Standard;0:41;2:06;0:00;1434.5 (-5.7)
34;27/01/2017 14:48;169377;1389.4;Standard;3:56;3:34;2:42;1440.2 (+3.0)
35;27/01/2017 14:44;52987;1277.8;Standard;2:26;1:42;0:00;1437.2 (+2.0)
36;27/01/2017 14:42;89309;1334.2;Standard;1:11;0:54;0:02;1435.2 (+2.5)
37;27/01/2017 14:40;100353;1282.6;Standard;2:14;0:48;0:00;1432.7 (-5.0)
38;27/01/2017 14:38;51155;1351.7;Standard;3:08;36:21:00;1:58;1437.6 (-4.4)
39;27/01/2017 14:02;47648;1328.1;Standard;0:54;1:37;0:04;1442.0 (+2.4)
40;27/01/2017 14:00;78446;1499.0;Standard;3:00;2:22;0:40;1439.6 (+4.1)
41;27/01/2017 13:57;148329;1272.2;Standard;2:01;3:56;0:03;1435.5 (+2.0)
42;27/01/2017 13:53;157304;1216.9;Standard;1:15;0:36;0:01;1433.5 (-5.5)
43;27/01/2017 13:52;63572;1324.2;Standard;2:07;2:22;0:47;1439.0 (+2.4)
44;27/01/2017 13:50;100589;1417.2;Standard;2:51;2:29;0:05;1436.6 (+3.3)
45;27/01/2017 13:47;168395;1189.2;Standard;0:59;1:06;0:00;1433.2 (-5.7)
46;27/01/2017 13:46;16164;1416.3;Standard;2:03;3:54;0:00;1438.9 (-3.8)
47;27/01/2017 12:18;147452;1283.0;Standard;1:34;2:05;0:02;1442.7 (+2.0)
48;27/01/2017 12:16;97378;1185.1;Standard;1:42;2:19;0:03;1440.6 (+1.3)
49;27/01/2017 12:13;44034;1339.0;Standard;2:54;1:12;0:27;1439.3 (-4.5)
50;27/01/2017 12:12;94021;1185.6;Standard;1:19;4:43;0:26;1443.8 (+1.3)
1;30/01/2017 23:40;8819;1406.2;Standard;2:37;12:55;0:00;1455.8 (-4.0)
2;30/01/2017 23:26;51434;1237.5;Standard;1:18;2:52;0:00;1459.9 (+1.5)
3;30/01/2017 23:23;52490;1424.1;Standard;2:09;2:12;0:01;1458.3 (+3.2)
4;30/01/2017 23:21;95014;1215.7;Standard;1:05;1:01;0:03;1455.1 (+1.4)
5;30/01/2017 23:19;92980;1427.8;Standard;3:26;1:47;0:59;1453.7 (+3.3)
6;30/01/2017 23:17;71701;1387.9;Standard;1:47;0:58;0:09;1450.5 (+2.9)
7;30/01/2017 23:16;148363;1314.1;Standard;2:40;2:30;0:05;1447.6 (-4.8)
8;30/01/2017 23:13;175807;1359.0;Standard;1:50;3:58;0:14;1452.4 (+2.6)
9;30/01/2017 23:09;174946;1430.5;Standard;2:53;3:15;0:32;1449.8 (-3.7)
10;30/01/2017 23:05;161939;1337.0;Standard;2:30;2:28;2:03;1453.5 (-4.7)
11;30/01/2017 23:03;110147;1434.5;Standard;2:02;1:56;1:21;1458.2 (+3.3)
12;30/01/2017 23:01;75834;1278.8;Standard;1:50;0:39;0:03;1454.9 (+1.9)
13;30/01/2017 22:59;57717;1241.4;Standard;1:17;3:16;0:00;1453.0 (+1.6)
14;30/01/2017 22:56;94470;1186.4;Standard;1:34;1:35;0:03;1451.4 (+1.3)
15;30/01/2017 22:54;56188;1416.5;Standard;2:11;0:40;0:02;1450.1 (+3.2)
16;30/01/2017 22:53;51679;1461.3;Standard;1:28;0:35;0:07;1446.9 (+3.7)
17;30/01/2017 22:52;47899;1468.1;Standard;2:18;0:50;0:00;1443.3 (-3.3)
18;30/01/2017 22:51;72849;1381.4;Standard;0:45;0:35;0:18;1446.5 (+2.9)
19;30/01/2017 22:51;62202;1229.4;Standard;1:03;2:13;0:17;1443.7 (+1.6)
20;30/01/2017 22:47;173905;1391.9;Standard;2:01;3:57;0:00;1442.0 (-4.3)
21;30/01/2017 22:43;97398;1357.3;Standard;1:07;0:33;0:00;1446.3 (+2.9)
22;30/01/2017 22:43;101172;1200.9;Standard;1:56;3:40;0:01;1443.4 (+1.6)
23;30/01/2017 22:38;162962;1505.0;Standard;1:45;0:28;0:01;1441.8 (+5.0)
24;30/01/2017 22:38;172251;1323.3;Standard;1:28;1:00;0:02;1436.8 (+3.0)
25;30/01/2017 22:37;79124;1312.7;Standard;1:42;0:50;0:14;1433.8 (-6.1)
26;30/01/2017 22:36;105762;1313.2;Standard;1:23;0:44;0:06;1439.9 (+3.1)
1;31/01/2017 15:15;44527;1358.0;Standard;1:28;5:03;0:00;1449.0 (-4.4)
2;31/01/2017 15:10;152707;1322.4;Standard;1:11;0:23;0:06;1453.4 (+2.3)
3;31/01/2017 15:09;64486;1536.7;Standard;2:33;2:08;1:29;1451.1 (+4.4)
4;31/01/2017 15:07;102920;1369.0;Standard;2:18;4:19;0:56;1446.7 (+2.7)
5;31/01/2017 15:02;51180;1320.3;Standard;1:20;33:29:00;0:00;1444.0 (+2.3)
6;31/01/2017 14:29;76084;1357.7;Standard;2:19;1:17;0:32;1441.7 (+2.7)
7;31/01/2017 14:28;71693;1210.8;Standard;1:36;1:07;0:15;1439.0 (+1.5)
8;31/01/2017 14:26;72501;1476.8;Standard;2:03;6:00;0:00;1437.5 (-3.1)
9;31/01/2017 14:20;60047;1268.5;Standard;1:04;0:21;0:02;1440.6 (-5.1)
10;31/01/2017 14:19;105110;1066.6;Standard;0:41;0:32;0:00;1445.8 (+0.7)
11;31/01/2017 14:18;46011;1301.6;Standard;1:06;0:36;0:00;1445.0 (-4.9)
12;31/01/2017 14:17;89463;1314.7;Standard;2:30;6:03;0:00;1449.9 (-4.8)
13;31/01/2017 14:11;73684;1452.6;Standard;2:16;3:42;0:00;1454.8 (-3.5)
14;31/01/2017 14:07;149669;1389.4;Standard;3:36;3:02;0:02;1458.3 (+2.8)
15;31/01/2017 14:04;60063;1157.0;Standard;0:57;0:32;0:00;1455.5 (+1.1)
16;31/01/2017 14:03;169677;1251.5;Standard;1:19;1:02;0:04;1454.4 (+1.7)
17;31/01/2017 14:02;44354;1385.0;Standard;1:13;0:16;0:00;1452.7 (+2.8)
18;31/01/2017 14:02;61405;1257.0;Standard;1:31;1:55;0:03;1449.9 (+1.7)
19;31/01/2017 14:00;97239;1261.8;Standard;1:02;0:22;0:02;1448.2 (+1.8)
20;31/01/2017 13:59;43693;1274.0;Standard;1:06;0:32;0:05;1446.4 (+1.9)
21;31/01/2017 13:59;158716;1250.4;Standard;1:48;0:38;0:01;1444.4 (+1.7)
22;31/01/2017 13:58;167676;1370.4;Standard;2:22;0:40;0:00;1442.7 (-4.2)
23;31/01/2017 13:57;93998;1324.8;Standard;2:36;12:30;0:00;1446.9 (-4.7)
24;31/01/2017 13:45;64935;1488.1;Standard;2:32;0:51;0:05;1451.7 (+3.9)
25;31/01/2017 13:44;23888;1248.5;Standard;0:44;0:25;0:01;1447.8 (-5.3)
26;31/01/2017 13:43;626;1354.6;Standard;1:54;4:14;0:02;1453.1 (+2.6)
27;31/01/2017 13:39;48354;1339.5;Standard;0:44;0:36;0:00;1450.6 (-4.6)
28;31/01/2017 13:38;148365;1439.3;Standard;1:39;0:49;0:00;1455.2 (-3.7)
29;31/01/2017 13:37;166370;1308.7;Standard;1:18;0:36;0:03;1458.9 (+2.1)
30;31/01/2017 13:36;169424;1408.1;Standard;2:03;1:08;0:51;1456.8 (-4.0)
31;31/01/2017 13:35;153919;1205.2;Standard;1:23;0:36;0:13;1460.8 (+1.3)
32;31/01/2017 12:17;177046;1398.0;Standard;5:14;5:51;0:00;1459.5 (-4.1)
33;31/01/2017 12:12;77616;1332.9;Standard;1:48;0:40;0:06;1463.6 (+2.3)
34;31/01/2017 11:54;60678;1320.2;Standard;1:14;0:58;0:02;1461.3 (+2.2)
35;31/01/2017 11:53;153101;1489.4;Standard;2:39;1:38;0:48;1459.2 (+3.8)
36;31/01/2017 11:51;141745;1474.0;Standard;2:03;2:18;0:09;1455.3 (+3.7)
37;31/01/2017 11:47;59608;1471.7;Standard;2:16;5:25;0:00;1451.6 (-3.3)
38;31/01/2017 11:42;97636;1387.2;Standard;1:59;0:43;0:03;1454.9 (+2.8)
39;31/01/2017 11:40;177474;1438.5;Standard;3:02;0:37;0:00;1452.1 (-3.7)
1;31/01/2017 18:56;56152;1221.4;Standard;0:50;0:12;0:01;1457.5 (+1.4)
2;31/01/2017 18:55;155879;1461.8;Standard;3:11;1:06;0:23;1456.0 (-3.5)
3;31/01/2017 18:53;176348;1335.5;Standard;2:24;6:46;0:04;1459.5 (+2.3)
4;31/01/2017 18:47;47622;1345.6;Standard;1:34;2:38;0:01;1457.2 (+2.4)
5;31/01/2017 18:43;57090;1555.0;Standard;2:25;1:08;0:00;1454.7 (-2.5)
6;31/01/2017 18:42;63674;1215.3;Standard;1:26;2:06;0:07;1457.3 (+1.4)
7;31/01/2017 18:40;21770;1479.6;Standard;1:50;4:44;0:23;1455.9 (+3.8)
8;31/01/2017 18:34;177321;1351.6;Standard;2:55;6:53;1:42;1452.1 (+2.5)
9;31/01/2017 18:27;63713;1391.4;Standard;2:26;10:16;0:00;1449.6 (-4.1)
10;31/01/2017 18:16;141295;1475.5;Standard;4:38;3:21;0:26;1453.7 (+3.7)
11;31/01/2017 18:13;105499;1432.0;Standard;1:50;0:34;0:00;1450.0 (-3.7)
12;31/01/2017 18:12;164890;1574.1;Standard;4:39;2:57:02;0:24;1453.7 (+4.7)
